PID,location_id,StateFIPS,StatePostal,StateName,StatePolicy,Mandate,StateWide,SWGeo,SWPop,DateIssued,DateEnacted,DateExpiry,DateEnded,Extends,Expands,Eases,Ends,Depends,PolicyCodingNotes,PolicySource,PolicySourceID,LastUpdated,LastUpdatedNotes,UpdatingSource1,UpdatingSource2
TX0022,566,48,TX,Texas,GathRestrictAny,1,1,1,1,20200331,20200402,20200430,,TX0003,,,,,Extends gathering restrictions through the StayAtHome order to 20200430,https://gov.texas.gov/uploads/files/press/EO-GA-14_Statewide_Essential_Service_and_Activity_COVID-19_IMAGE_03-31-2020.pdf,Texas0017,20200428,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0019,566,48,TX,Texas,OtherBusinessClose,1,1,1,1,20200331,20200402,20200430,,TX0004,TX0004,,,,"Extends closure of the following businesses to 20200430: gyms, massage establishments, tattoo studios, piercing studios, or cosmetology salons. Establishes list of essential critical infrastructure sectors, which omits in-person retail services and therefore closes those stores for in-person operations",https://gov.texas.gov/uploads/files/press/EO-GA-14_Statewide_Essential_Service_and_Activity_COVID-19_IMAGE_03-31-2020.pdf,"Texas0017, Texas0020",20200429,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0017,566,48,TX,Texas,RestaurantRestrict,1,1,1,1,20200331,20200402,20200430,,TX0005,,,,,"Order includes extension of restrictions on bars and restuarants, which would have otherwise expired on 20200404. ",https://gov.texas.gov/uploads/files/press/EO-GA-14_Statewide_Essential_Service_and_Activity_COVID-19_IMAGE_03-31-2020.pdf,Texas0017,20200422,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0015,566,48,TX,Texas,SchoolClose,1,1,1,1,20200331,20200331,20200504,,TX0006,,,,,Extension of school closure included in the initial StayAtHome. ,https://gov.texas.gov/uploads/files/press/EO-GA-14_Statewide_Essential_Service_and_Activity_COVID-19_IMAGE_03-31-2020.pdf,Texas0017,20200422,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0010,566,48,TX,Texas,StayAtHome,1,1,1,1,20200331,20200402,20200430,,,,,,,"Requires Texans to stay at home except for essential activities (including everything listed by the U.S. Department of Homeland Security, plus religious services), supersedes all policies in earlier GathRestrict order. ",https://gov.texas.gov/uploads/files/press/EO-GA-14_Statewide_Essential_Service_and_Activity_COVID-19_IMAGE_03-31-2020.pdf,Texas0017,20200429,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0016,566,48,TX,Texas,EmergDec,1,1,1,1,20200412,20200412,,,TX0001,,,,,Extends disaster proclamation. No clear expiry provided.,https://gov.texas.gov/uploads/files/press/DISASTER_renewing_covid19_disaster_proc_04-12-2020.pdf,Texas0016,20200426,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0012,566,48,TX,Texas,BusinessHealthSafety,1,1,1,1,20200417,20200424,20200501,,,,,,,"Establishes list of non-essential businesses that can reopen under guidelines, and only if they can operate through remote, drive-thru, etc.. (quote) retail services that are not essential services, but that may be provided through pickup, delivery by mail, or delivery to the customers doorstep in strict compliance with the terms required by DSHS (quote) ",https://lrl.texas.gov/scanned/govdocs/Greg%20Abbott/2020/GA-16.pdf,Texas0012,20200422,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0020,566,48,TX,Texas,OtherBusinessClose,1,1,1,1,20200417,20200424,20200501,,,,TX0019,,TX0012,"Establishes list of non-essential businesses that can reopen under guidelines, and only if they can operate through remote, drive-thru, etc.. (quote) retail services that are not essential services, but that may be provided through pickup, delivery by mail, or delivery to the customers doorstep in strict compliance with the terms required by DSHS (quote) ",https://lrl.texas.gov/scanned/govdocs/Greg%20Abbott/2020/GA-16.pdf,Texas0012,20200428,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0013,566,48,TX,Texas,SchoolClose,1,1,1,1,20200417,20200417,,,TX0015,,,,,Calls for schools to stay closed through end of AY 2019-2020,https://lrl.texas.gov/scanned/govdocs/Greg%20Abbott/2020/GA-16.pdf,Texas0012,20200422,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0028,566,48,TX,Texas,GathRestrict10,1,1,1,1,20200427,20200427,20200516,,TX0021,,,,,Extends gathering restrictions to 20200516,https://lrl.texas.gov/scanned/govdocs/Greg%20Abbott/2020/GA-18.pdf,Texas0018,20200429,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0029,566,48,TX,Texas,GathRestrictAny,1,1,1,1,20200427,20200427,20200516,,TX0022,,,,,Extends gathering restrictions to 20200516,https://lrl.texas.gov/scanned/govdocs/Greg%20Abbott/2020/GA-18.pdf,Texas0018,20200429,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0024,566,48,TX,Texas,OtherBusinessClose,1,1,1,1,20200427,20200501,20200516,,,,TX0020,,,"Allows in-person services to occur for the following types of businesses if they remain up to 25 percent occupancy: in-store retail, movie theaters, shopping malls, museums and libraries. Golf course operations appear to be fully opened. Businesses should follow minimum standard health protocols by DSHS and should implement social distancing, practice good hygiene, etc. but is not expressly mandated. Face coverings are encouraged but not required.",https://lrl.texas.gov/scanned/govdocs/Greg%20Abbott/2020/GA-18.pdf,Texas0018,20200429,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0026,566,48,TX,Texas,OtherBusinessClose,1,1,1,1,20200427,20200501,20200516,,TX0019,,,,,"Extends closure of the following businesses: bars, gyms, public swimming pools, interactive amusement venues such as bowling alleys and video arcades, massage establishments, tattoo studios, piercing studios, or cosmetology salons",https://lrl.texas.gov/scanned/govdocs/Greg%20Abbott/2020/GA-18.pdf,Texas0018,20200429,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0027,566,48,TX,Texas,OtherBusinessClose,1,0,0,1,20200427,20200501,20200516,,,,,,,"In counties with 5 or fewer cases of COVID-19, in-store retail, dine-in restaurants, movie theaters, shopping malls, and museums and libraries can operate up to 50 percent vesus 25 percent of listed occupancy",https://lrl.texas.gov/scanned/govdocs/Greg%20Abbott/2020/GA-18.pdf,Texas0018,20200429,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0030,566,48,TX,Texas,Quarantine,1,1,1,1,20200427,20200501,,,,,TX0008,,,"Eases TX0008 for Louisiana (all travelers from Louisiana are no longer subject to self-quarantine) but maintains self-quarantine requirement for individuals that have traveled from specific states (California, Connecticut, New York, New Jersey, Washington) and specific cities (Atlanta Georgia, Chicago Illinois, Detroit Michigan, Miami Florida). Does not provide formal expiry",https://lrl.texas.gov/scanned/govdocs/Greg%20Abbott/2020/GA-20.pdf,Texas0019,20200501,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0025,566,48,TX,Texas,RestaurantRestrict,1,1,1,1,20200427,20200501,20200516,,,,TX0017,,,"Dine-in restaurant services can occur if restaurants operate up to 25 percent of total occupancy and for restaurants for which less than 51 percent of gross receipts are from alcoholic beverages (so effectively keeping establishments that are primarily bars under previous restrictions). EO expires 1159 pm on 20200515, so coded to 20200516 as expiry",https://lrl.texas.gov/scanned/govdocs/Greg%20Abbott/2020/GA-18.pdf,Texas0018,20200429,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0023,566,48,TX,Texas,StayAtHome,0,1,1,1,20200427,20200427,20200516,,,,TX0010,,,"Eases prior StayAtHome (PID of TX0014) to (quote) strongly encouraged to stay at home as much as possible (quote) and to be applied to people aged over 65 years. EO expires 1159 pm on 20200515, so coded to 20200516 as expiry. Makes the previous StayAtHome not a mandate. ",https://lrl.texas.gov/scanned/govdocs/Greg%20Abbott/2020/GA-18.pdf,Texas0018,20200429,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0032,566,48,TX,Texas,OtherBusinessClose,1,1,1,1,20200505,20200508,20200520,,,,TX0026,,,"Eases restrictions on the following businesses, allowing in-person services if proper social distancing and limited capacity (eg, 25 percent capacity at pools) are adhered to: salons, barbershops, nail salons, and other cosmetology establishments, tanning salons, and swimming pools. In effect at 1201 am on 20200508",https://lrl.texas.gov/scanned/govdocs/Greg%20Abbott/2020/GA-21.pdf,Texas0020,20200507,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0033,566,48,TX,Texas,OtherBusinessClose,1,1,1,1,20200505,20200508,20200520,,TX0026,,,,,"Continues restrictions for the following businesses beyond 20200508: bars, gyms, interactive amusement venues such as bowling alleys and video arcades, massage establishments, tattoo studios, piercing studios",https://lrl.texas.gov/scanned/govdocs/Greg%20Abbott/2020/GA-21.pdf,Texas0020,20200507,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0034,566,48,TX,Texas,OtherBusinessClose,1,1,1,1,20200505,20200518,20200520,,,,TX0033,,,"Eases restrictions on the following businesses, allowing in-person services and operations if they are at 25 percent occupancy and maintain appropriate social distancing measures: offices (or if they have a maximum of 5 indiviudals), manufacturing services, gyms and exercise facilities. In effect at 1201 am on 20200518",https://lrl.texas.gov/scanned/govdocs/Greg%20Abbott/2020/GA-21.pdf,Texas0020,20200507,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0035,566,48,TX,Texas,OtherBusinessClose,1,0,0,1,20200505,20200505,20200520,,,,TX0027,,,"Allows for more businesses to operate up to 50 percent capacity in counties with 5 or fewer cases of COVID-19: swimming pools, services by office workers with more than 5 individuals, manufacturing services, gyms and exercise facilities. In effect immediately.",https://lrl.texas.gov/scanned/govdocs/Greg%20Abbott/2020/GA-21.pdf,Texas0020,20200507,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0036,566,48,TX,Texas,OtherBusinessClose,1,1,1,1,20200505,20200518,20200520,,TX0033,,,,,"Continues restrictions for the following businesses beyond 20200518: bars, interactive amusement venues such as bowling alleys and video arcades, massage establishments, tattoo studios, piercing studios",https://lrl.texas.gov/scanned/govdocs/Greg%20Abbott/2020/GA-21.pdf,Texas0020,20200507,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0037,566,48,TX,Texas,SchoolClose,1,1,1,1,20200505,20200505,,,TX0013,,,,,Extends closure of schools to in-person attendance for 2019-2020 academic year. ,https://lrl.texas.gov/scanned/govdocs/Greg%20Abbott/2020/GA-21.pdf,Texas0020,20200507,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
TX0031,566,48,TX,Texas,StayAtHome,0,0,1,0,20200505,20200505,20200520,,,,TX0023,,,"Further eases the stay at home recommendation, indicating all individuals, (quote) minimize social gatherings and minimize in-person contact with people who are not in the same household. Strong encourages individuals over the age of 65 to stay at home as much as possible",https://lrl.texas.gov/scanned/govdocs/Greg%20Abbott/2020/GA-21.pdf,Texas0020,20200507,,https://lrl.texas.gov/legeLeaders/governors/displayDocs.cfm?govdoctypeID=5&governorID=45,
UT0001,567,49,UT,Utah,EmergDec,1,1,1,1,20200306,20200306,,,,,,,,Declares State of Emergency. No clear expiry date provided,https://coronavirus.utah.gov/governor-issues-executive-order-declaring-a-state-of-emergency-in-preparation-for-cases-of-novel-coronavirus-in-utah/,Utah0001,20200501,,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
UT0002,567,49,UT,Utah,GathRecomAny,0,1,1,1,20200312,20200316,20200330,,,,,,,"Recommendation to ban all gatherings 100 or more. Was originally coded as a ban, formal restriction based on previous documentation. On 20200412 revised to GathRecomAny and dropped GathRestrictAny. Note that it includes specific smaller gathering recommendations for high risk populations.",https://governor.utah.gov/2020/03/16/gov-herbert-announces-recommendations-to-help-slow-the-spread-of-novel-coronavirus-2/,Utah0002,20200501,,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
UT0003,567,49,UT,Utah,SchoolClose,1,1,1,1,20200313,20200316,20200330,,,,,,,"Dismissal of all schools as soft closure to start 20200316, issued on 20200313. To last for two weeks, so date of expiry is 20200330",https://governor.utah.gov/2020/03/13/gov-herbert-announces-two-week-dismissal-of-utahs-public-schools/,Utah0003,20200501,,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
UT0004,567,49,UT,Utah,GathRestrict10,1,1,1,1,20200317,20200317,20200402,,,UT0002,,,,"Gatherings of more than 10 individuals are prohibited. In effect immediately, shall remain in effect through 20200401, so coded to an expiry of 20200402",https://coronavirus.utah.gov/wp-content/uploads/Restaurant-Pub-Hlth-Order-1.pdf,Utah0005,20200505,,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
UT0005,567,49,UT,Utah,GathRestrictAny,1,1,1,1,20200317,20200317,20200402,,,UT0002,,,,"Gatherings of more than 10 individuals are prohibited. In effect immediately, shall remain in effect through 20200401, so coded to an expiry of 20200402",https://coronavirus.utah.gov/wp-content/uploads/Restaurant-Pub-Hlth-Order-1.pdf,Utah0005,20200505,,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
UT0006,567,49,UT,Utah,RestaurantRestrict,1,1,1,1,20200317,20200319,20200402,,,,,,,"Limited operations required (suspend dine-in operations): restaurants, bars. Goes into effect on 1159 pm 20200318, coded to 20200319. In effect through 20200401, so initial date of expiry is 20200402",https://coronavirus.utah.gov/wp-content/uploads/Restaurant-Pub-Hlth-Order-1.pdf,Utah0005,20200505,Updated DateExpiry to 20200402,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
UT0007,567,49,UT,Utah,SchoolClose,1,1,1,1,20200323,20200324,20200502,,UT0003,UT0003,,,,K-12 public schools are instructed to extend dismissal through May 1 and Utah technical colleges will suspecd teaching from March 30 until May 1. Expiry coded as 20200502,https://governor.utah.gov/2020/03/24/state-issues-extension-on-k-12-and-technical-college-dismissal/,Utah0007,20200505,Updated DateExpiry to 20200502,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
UT0011,567,49,UT,Utah,NEBusinessClose,1,0,0,1,20200325,20200327,20200502,,,,,,,"Only applicable to Summit County - not statewide. In effect on 20200327 at 1201 am and continues to be in effect to 1159 pm on 20200501, so coded to 20200502",https://www.summitcounty.org/DocumentCenter/View/10751/Joint-Public-Health-Order-2020-03-FINAL,Utah0008,20200505,Updated DateEnacted to 20200327 and DateExpiry to 20200502,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
UT0008,567,49,UT,Utah,StayAtHome,1,0,0,1,20200325,20200327,20200502,,,,,,,"Only applicable to Summit County. In effect on 20200327 at 1201 am and continues to be in effect to 1159 pm on 20200501, so coded to 20200502",https://www.summitcounty.org/DocumentCenter/View/10751/Joint-Public-Health-Order-2020-03-FINAL,Utah0008,20200505,Updated DateExpiry to 20200502,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
UT0009,567,49,UT,Utah,StayAtHome,0,1,1,1,20200327,20200327,20200414,,,,,,,"(quote) these directives are not to be confused with a shelter-in-place order (quote). In effect until 1159pm on 20200413, so coded as an expiry of 20200414.",https://drive.google.com/file/d/1Qey2xIxAEqIxiiAHJyHSxBosmjetkbN7/view,Utah0006,20200505,Updated DateExpiry to 20200414,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
UT0010,567,49,UT,Utah,CaseIsolation,1,1,1,1,20200401,20200401,20200416,,,,,,,"Stipulates self-isolation or quarantine for anyone who tests positive for COVID-19, exposed to someone who tests positive, or is a member of a household who tests positive.",https://drive.google.com/file/d/1PH2tbSfCvKjtw7LG1PgqhPclCaqiu-q6/view,Utah0009,20200501,,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
UT0012,567,49,UT,Utah,RestaurantRestrict,1,1,1,1,20200401,20200401,20200416,,UT0006,,,,,"Extends restaurant restrictions under UT0006. In effect on 20200401 and expires at 1159 pm on 20200415, so coded to 20200416 expiry.",https://drive.google.com/file/d/1PH2tbSfCvKjtw7LG1PgqhPclCaqiu-q6/view,Utah0009,20200501,,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
UT0015,567,49,UT,Utah,PublicMask,0,1,1,1,20200410,20200410,20200502,,,,,,,"Urges individuals to wear a cloth face covering in grocery stores, in retail, and in public when not able to social distance",https://rules.utah.gov/wp-content/uploads/Governors_Coronavirus_Directive_for_Utah_Update_04-10-2020.pdf,Utah0010,20200501,,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
UT0013,567,49,UT,Utah,StayAtHome,0,1,1,1,20200410,20200410,20200502,,UT0009,,,,,"Encourages staying at home as much as possible but does not require it. Expires at 11:59pm on 20200501, so coded as 20200502.",https://rules.utah.gov/wp-content/uploads/Governors_Coronavirus_Directive_for_Utah_Update_04-10-2020.pdf,Utah0010,20200501,,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
UT0020,567,49,UT,Utah,CaseIsolation,1,1,1,1,20200414,20200414,20200502,,UT0010,,,,,Extends CaseIsolation under PID UT0010 to 20200502,https://coronavirus-download.utah.gov/Health/DOH%20Order%20Update.20.04.14.pdf,Utah0012,20200505,,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
UT0021,567,49,UT,Utah,RestaurantRestrict,1,1,1,1,20200414,20200414,20200502,,UT0012,,,,,Extends restaurant restrictions under PID UT0012 to 20200502,https://coronavirus-download.utah.gov/Health/DOH%20Order%20Update.20.04.14.pdf,Utah0012,20200505,,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
UT0027,567,49,UT,Utah,SchoolClose,1,1,1,1,20200414,20200414,,,UT0007,,,,,Extends (quote) soft closure (quote) through the end of the 2019-2020 academic year,https://coronavirus.utah.gov/governor-herbert-announces-extension-soft-closure-for-public-schools/,Utah0016,20200505,,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
UT0026,567,49,UT,Utah,BusinessHealthSafety,1,1,1,1,20200417,20200417,,,,,,,,"Specifies guidelines and protocols for each type of business per COVID19 Public Health Risk Status, including detailed operations practices for dine-in restaurants (eg, staff must wear face coverings, limit tables to groups of 10 maximum, must have a 6 ft distance between tables, temperature checks for staff, sanitation and hygiene protocols)",https://coronavirus-download.utah.gov/Health/Phased%20Health%20Guidelines%20V4.0.1.pdf,Utah0015,20200505,,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
UT0022,567,49,UT,Utah,StayAtHome,0,1,1,1,20200417,20200417,20200502,20200501,UT0013,,,,,"Continues recommendation under UT0013, still expires 20200502",https://rules.utah.gov/wp-content/uploads/Governors_Coronavirus_Directive_for_Utah_Update_04-17-2020.pdf,Utah0013,20200505,,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
UT0017,567,49,UT,Utah,BusinessHealthSafety,1,1,1,1,20200429,20200501,20200516,,UT0026,,,,,"Reduces the COVID19 Public Health Risk Status from Red to Orange, which allows individuals and businesses to comply with Orange provisions under the Phased Guidelines (eg, masks are mandatory for retail and healthcare workers)",https://rules.utah.gov/wp-content/uploads/Utah-Executive-Order-No.-19.pdf,Utah0011,20200501,,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
UT0019,567,49,UT,Utah,PublicMask,0,1,1,1,20200429,20200501,20200516,,,,UT0015,,,Continues as a strong recommendation for use of a mask or face covering,https://rules.utah.gov/wp-content/uploads/Utah-Executive-Order-No.-19.pdf,Utah0011,20200501,,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
UT0025,567,49,UT,Utah,RestaurantRestrict,1,1,1,1,20200429,20200501,20200516,,,,UT0021,,UT0017,Dine-in services are allowed (quote) with extreme caution (quote) upon the designation of the COVID19 public health risk being downgraded to orange.,https://coronavirus-download.utah.gov/Governor/UtahLeads%20April2020%20v20%20(2).pdf,Utah0014,20200505,,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
UT0018,567,49,UT,Utah,StayAtHome,0,1,1,1,20200429,20200501,20200516,,,,,UT0022,,"Rescinds (quote) Stay Safe, Stay Home Directive (quote)",https://rules.utah.gov/wp-content/uploads/Utah-Executive-Order-No.-19.pdf,Utah0011,20200501,,https://rules.utah.gov/executive-documents/,https://coronavirus.utah.gov/
WV0001,571,54,WV,West Virginia,GathRecomAny,0,0,1,0,20200312,20200312,,,,,,,,"(quote) Gov. Justice recommended that all West Virginians who are at the highest risk of having complications related to COVID  including seniors and those with chronic health conditions like heart disease, diabetes, and lung disease  avoid large crowds. (quote) Announcement made at 20200312 press conf. No expiry provided","https://governor.wv.gov/News/press-releases/2020/Pages/COVID-UPDATE-Gov.-Justice-announces-State-employee-travel-ban,-basketball-tournament-cancellation-among-latest-precautions.aspx",WestVirginia0001,20200504,Updated PolicyNotes,https://governor.wv.gov/Pages/WV-COVID-19-actions-and-executive-orders.aspx,
WV0002,571,54,WV,West Virginia,SchoolClose,1,1,1,1,20200313,20200314,,,,,,,,"Closure of all public pre-K to 12th grade schools, in effect on (quote) at the conclusion of the school day on Friday, March 13 (quote), and thus coded as enacted on 20200314 Community and private schools are recommended to follow this closure, but not mandated. No expiry provided. ",https://governor.wv.gov/News/press-releases/2020/Pages/COVID19-UPDATE-Gov.-Justice-announces-closure-of-West-Virginia-schools.aspx,WestVirginia0002,20200504,Updated PolicyNotes,https://governor.wv.gov/Pages/WV-COVID-19-actions-and-executive-orders.aspx,
WV0003,571,54,WV,West Virginia,EmergDec,1,1,1,1,20200316,20200316,,,,,,,,"State of emergency declared for all 55 counties, no expiry provided. ",https://governor.wv.gov/Documents/2020%20Proclamations/State-of-Emergency-March-16-2020.pdf,WestVirginia0003,20200504,Updated PolicyNotes,https://governor.wv.gov/Pages/WV-COVID-19-actions-and-executive-orders.aspx,
WV0004,571,54,WV,West Virginia,OtherBusinessClose,1,1,1,1,20200318,20200318,,,,,,,,"Closure required: casinos. In effect at 1200 am 20200318 per executive order, signed on 20200318. Note that order announcement occurred on 20200317 via press release. no expiry provided. ",https://governor.wv.gov/Documents/2020%20Executive%20Orders/Executive-Order-March-18-2020.pdf,WestVirginia0004,20200504,Updated Source and Notes,https://governor.wv.gov/Pages/WV-COVID-19-actions-and-executive-orders.aspx,
WV0005,571,54,WV,West Virginia,OtherBusinessClose,1,1,1,1,20200318,20200319,,,,,,,,"Closure required: fitness centers, gymnasiums, recreation centers, and similar recreation locations. In effect at 1200 am 20200319, no expiry provided. ",https://governor.wv.gov/Documents/2020%20Executive%20Orders/Executive-Order-March-19-2020.pdf,WestVirginia0005,20200504,Updated Source and Notes,https://governor.wv.gov/Pages/WV-COVID-19-actions-and-executive-orders.aspx,
WV0006,571,54,WV,West Virginia,RestaurantRestrict,1,1,1,1,20200318,20200318,,,,,,,,"Limited operations required (limited to take-away services): restaurants, bars. In effect at 1200 am 20200318 per executive order, signed on 20200318. Note that order announcement occurred on 20200317 via press release, no expiry provided. ",https://governor.wv.gov/Documents/2020%20Executive%20Orders/Executive-Order-March-18-2020.pdf,WestVirginia0004,20200504,Updated Source and Notes,https://governor.wv.gov/Pages/WV-COVID-19-actions-and-executive-orders.aspx,
WV0007,571,54,WV,West Virginia,OtherBusinessClose,1,1,1,1,20200319,20200320,,20200504,,,,,,"Closure required: barbershops, hair salons, and nail salon. In effect at 1200 am 20200320 per EO. No expiry provided. ",https://governor.wv.gov/Documents/2020%20Executive%20Orders/Executive-Order-March-20-2020-Barbers-Salons.pdf,WestVirginia0006,20200504,Updated Notes,https://governor.wv.gov/Pages/WV-COVID-19-actions-and-executive-orders.aspx,
WV0008,571,54,WV,West Virginia,GathRestrict10,1,1,1,1,20200323,20200324,,,,,,,,"Included under StayAtHome order. Page 10, point 5 (quote) Any gathering of more than 10 people is prohibited unless exempted by this Order (quote)",https://governor.wv.gov/Documents/2020%20Executive%20Orders/STAY-AT-HOME-ORDER-MARCH-23-2020.pdf,WestVirginia0007,20200504,,https://governor.wv.gov/Pages/WV-COVID-19-actions-and-executive-orders.aspx,
WV0009,571,54,WV,West Virginia,GathRestrictAny,1,1,1,1,20200323,20200324,,,,,,,,"Included under StayAtHome order. Page 10, point 5 (quote) Any gathering of more than 10 people is prohibited unless exempted by this Order (quote)",https://governor.wv.gov/Documents/2020%20Executive%20Orders/STAY-AT-HOME-ORDER-MARCH-23-2020.pdf,WestVirginia0007,20200504,,https://governor.wv.gov/Pages/WV-COVID-19-actions-and-executive-orders.aspx,
WV0010,571,54,WV,West Virginia,NEBusinessClose,1,1,1,1,20200323,20200324,,,,,,,,Enacted as of 8 pm 20200324. No formal expiry provided,https://governor.wv.gov/Documents/2020%20Executive%20Orders/STAY-AT-HOME-ORDER-MARCH-23-2020.pdf,WestVirginia0007,20200504,,https://governor.wv.gov/Pages/WV-COVID-19-actions-and-executive-orders.aspx,
WV0015,571,54,WV,West Virginia,OtherBusinessClose,1,1,1,1,20200323,20200324,,,,,,,,"(quote) All places of public amusement, whether indoors or outdoors, including but not limited to locations with amusement rides, canivals, zoos, museums ... (quote), included in Stayathome order. No formal expiry. ",https://governor.wv.gov/Documents/2020%20Executive%20Orders/STAY-AT-HOME-ORDER-MARCH-23-2020.pdf,WestVirginia0007,20200504,,https://governor.wv.gov/Pages/WV-COVID-19-actions-and-executive-orders.aspx,
WV0011,571,54,WV,West Virginia,StayAtHome,1,1,1,1,20200323,20200324,,,,,,,,Enacted as of 8 pm 20200324. No formal expiry provided. Going to and from place of worship is included under essential services,https://governor.wv.gov/Documents/2020%20Executive%20Orders/STAY-AT-HOME-ORDER-MARCH-23-2020.pdf,WestVirginia0007,20200504,,https://governor.wv.gov/Pages/WV-COVID-19-actions-and-executive-orders.aspx,
WV0016,571,54,WV,West Virginia,OtherBusinessClose,1,1,1,1,20200330,20200331,,,,,,,,(quote) All state park campgrounds shall be closed. (quote) Included in travel quarantine EO. ,https://governor.wv.gov/Documents/SGovernor%27s20033014470.pdf,WestVirginia0008 ,20200504,,https://governor.wv.gov/Pages/WV-COVID-19-actions-and-executive-orders.aspx,
WV0012,571,54,WV,West Virginia,Quarantine,1,1,1,1,20200330,20200331,,,,,,,,"Individuals travelling from areas with substantial community spread of COVID-19 (NY, NJ, CT, LA, Italy, China) are required to self-isolate for 14 days. Police can monitor on highways. ",https://governor.wv.gov/Documents/SGovernor%27s20033014470.pdf,WestVirginia0009,20200504,,https://governor.wv.gov/Pages/WV-COVID-19-actions-and-executive-orders.aspx,
WV0022,571,54,WV,West Virginia,GathRestrict5,1,0,0,1,20200403,20200404,,,,,,,,"Applies only to Berkeley, Jefferson, Morgan counties. ",https://apps.sos.wv.gov/adlaw/executivejournal/readpdf.aspx?DocID=89809,WestVirginia0013,20200504,"FLAG - should these individual GathRestrict5's be coded as expansions? If so, how? ",https://governor.wv.gov/Pages/WV-COVID-19-actions-and-executive-orders.aspx,
WV0023,571,54,WV,West Virginia,GathRestrict5,1,0,0,1,20200405,20200404,,,,,,,,"Applies to Harrison, Kanawha and Monongolia counties",https://apps.sos.wv.gov/adlaw/executivejournal/readpdf.aspx?DocID=89810,WestVirginia0014,20200504,,https://governor.wv.gov/Pages/WV-COVID-19-actions-and-executive-orders.aspx,
